,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
2023,2054,Text,2000-01-01,Iphigenie auf Tauris,de,"Goethe, Johann Wolfgang von, 1749-1832",Iphigenia (Mythological character) -- Drama,PT,DE Drama
2114,2146,Text,2000-04-01,Egmont,de,"Goethe, Johann Wolfgang von, 1749-1832","Egmont, Lamoraal, Graaf van, 1522-1568 -- Drama; Tragedies",PT,Harvard Classics; DE Drama
2142,2174,Text,2000-05-01,Frau und Kindern auf der Spur,de,"Rohner, Gerold K.",Fiction; Western stories,PT,DE Prosa
2155,2187,Text,2000-05-01,Oberon,de,"Wieland, Christoph Martin, 1733-1813",German poetry -- 18th century,PT,Opera; DE Lyrik
2156,2188,Text,2000-05-01,Die Aufzeichnungen des Malte Laurids Brigge,de,"Rilke, Rainer Maria, 1875-1926",Paris (France) -- Fiction; Stream of consciousness fiction,PT,DE Prosa
2157,2189,Text,2000-05-01,Der G'wissenswurm: Bauernkomödie in drei Akten,de,"Anzengruber, Ludwig, 1839-1889",Comedies; Austrian drama -- 19th century; Villages -- Drama,PT,DE Drama
2158,2190,Text,2000-05-01,Isabella von Ägypten: Kaiser Karl des Fünften erste Jugendliebe,de,"Arnim, Ludwig Achim, Freiherr von, 1781-1831","Charles V, Holy Roman Emperor, 1500-1558 -- Fiction",PT,DE Prosa
2195,2228,Text,2000-06-01,Reineke Fuchs,de,"Goethe, Johann Wolfgang von, 1749-1832",German poetry -- 18th century; Epic poetry; Reynard the Fox (Legendary character) -- Poetry,PT,DE Lyrik
2196,2229,Text,2000-06-01,Faust: Der Tragödie erster Teil,de,"Goethe, Johann Wolfgang von, 1749-1832","German poetry; Legends -- Germany -- Drama; Faust, -approximately 1540 -- Drama; Magicians -- Drama",PT,Best Books Ever Listings; Harvard Classics; DE Drama
2197,2230,Text,2000-06-01,Faust: Der Tragödie zweiter Teil,de,"Goethe, Johann Wolfgang von, 1749-1832","German poetry; Legends -- Germany -- Drama; Faust, -approximately 1540 -- Drama; Magicians -- Drama",PT,Best Books Ever Listings; DE Drama
2279,2312,Text,2000-09-01,Hermann und Dorothea,de,"Goethe, Johann Wolfgang von, 1749-1832",German poetry -- 18th century,PT,Harvard Classics; DE Lyrik
2280,2313,Text,2000-09-01,Geschichte des Agathon. Teil 1,de,"Wieland, Christoph Martin, 1733-1813",Bildungsromans; Greece -- Fiction,PT,DE Prosa
2281,2314,Text,2000-09-01,Geschichte des Agathon. Teil 2,de,"Wieland, Christoph Martin, 1733-1813",Bildungsromans; Greece -- Fiction,PT,DE Prosa
2286,2319,Text,2000-09-01,West-östlicher Divan,de,"Goethe, Johann Wolfgang von, 1749-1832",German poetry -- 19th century,PT,DE Lyrik
2287,2320,Text,2000-09-01,Novelle,de,"Goethe, Johann Wolfgang von, 1749-1832",Nobility -- Fiction,PT,DE Prosa
2288,2321,Text,2000-09-01,Götz von Berlichingen mit der eisernen Hand: Ein Schauspiel,de,"Goethe, Johann Wolfgang von, 1749-1832","Berlichingen, Götz von, 1480-1562 -- Drama",PT,DE Drama
2289,2322,Text,2000-09-01,Hans Huckebein,de,"Busch, Wilhelm, 1832-1908","German poetry -- 19th century; Children's poetry, German",PT; PZ,DE Lyrik; DE Kinderbuch
2302,2335,Text,2000-09-01,Wilhelm Meisters Lehrjahre — Band 1,de,"Goethe, Johann Wolfgang von, 1749-1832","Bildungsromans; Theater, Traveling -- Fiction",PT,Opera; Harvard Classics; DE Prosa
2303,2336,Text,2000-09-01,Wilhelm Meisters Lehrjahre — Band 2,de,"Goethe, Johann Wolfgang von, 1749-1832","Bildungsromans; Theater, Traveling -- Fiction",PT,Opera; DE Prosa
2304,2337,Text,2000-09-01,Wilhelm Meisters Lehrjahre — Band 3,de,"Goethe, Johann Wolfgang von, 1749-1832","Bildungsromans; Theater, Traveling -- Fiction",PT,Opera; DE Prosa
2305,2338,Text,2000-09-01,Wilhelm Meisters Lehrjahre — Band 4,de,"Goethe, Johann Wolfgang von, 1749-1832","Bildungsromans; Theater, Traveling -- Fiction",PT,Opera; DE Prosa
2306,2339,Text,2000-09-01,Wilhelm Meisters Lehrjahre — Band 5,de,"Goethe, Johann Wolfgang von, 1749-1832","Bildungsromans; Theater, Traveling -- Fiction",PT,Opera; DE Prosa
2307,2340,Text,2000-09-01,Wilhelm Meisters Lehrjahre — Band 6,de,"Goethe, Johann Wolfgang von, 1749-1832",Bildungsromans,PT,Opera; DE Prosa
2308,2341,Text,2000-09-01,Wilhelm Meisters Lehrjahre — Band 7,de,"Goethe, Johann Wolfgang von, 1749-1832",Bildungsromans,PT,Opera; DE Prosa
2309,2342,Text,2000-09-01,Wilhelm Meisters Lehrjahre — Band 8,de,"Goethe, Johann Wolfgang von, 1749-1832",Bildungsromans,PT,Opera; Harvard Classics; DE Prosa
2347,2380,Text,2000-11-01,Das Märchen von dem Myrtenfräulein,de,"Brentano, Clemens, 1778-1842",Fairy tales -- Germany,PT,DE Kinderbuch
2369,2402,Text,2000-11-01,Briefe aus der Schweiz,de,"Goethe, Johann Wolfgang von, 1749-1832","Switzerland -- Description and travel; Goethe, Johann Wolfgang von, 1749-1832 -- Correspondence; Authors, German -- 18th century -- Correspondence; Authors, German -- 19th century -- Correspondence",PT,DE Prosa
2370,2403,Text,2000-11-01,Die Wahlverwandtschaften,de,"Goethe, Johann Wolfgang von, 1749-1832","Adultery -- Fiction; Social problems -- Fiction; Aristocracy (Social class) -- Fiction; Love stories, German; German fiction -- 19th century",PT,DE Prosa
2371,2404,Text,2000-11-01,Italienische Reise — Band 1,de,"Goethe, Johann Wolfgang von, 1749-1832","Goethe, Johann Wolfgang von, 1749-1832 -- Travel -- Italy; Italy -- Description and travel -- Early works to 1800; Authors, German -- 18th century -- Travel -- Italy",PT,DE Prosa
2372,2405,Text,2000-11-01,Italienische Reise — Band 2,de,"Goethe, Johann Wolfgang von, 1749-1832","Goethe, Johann Wolfgang von, 1749-1832 -- Travel -- Italy; Italy -- Description and travel -- Early works to 1800; Authors, German -- 18th century -- Travel -- Italy",PT,DE Prosa
2373,2406,Text,2000-11-01,Die Geschwister: Ein Schauspiel in einem Akt,de,"Goethe, Johann Wolfgang von, 1749-1832",Drama,PT,DE Drama
2374,2407,Text,2000-11-01,Die Leiden des jungen Werther — Band 1,de,"Goethe, Johann Wolfgang von, 1749-1832",Germany -- Social life and customs -- Fiction; Unrequited love -- Fiction; Young men -- Germany -- Fiction,PT,Opera; Harvard Classics; Banned Books from Anne Haight's list; DE Prosa
2375,2408,Text,2000-11-01,Die Leiden des jungen Werther — Band 2,de,"Goethe, Johann Wolfgang von, 1749-1832",Germany -- Social life and customs -- Fiction; Unrequited love -- Fiction; Young men -- Germany -- Fiction,PT,Opera; Harvard Classics; Banned Books from Anne Haight's list; DE Prosa
2376,2409,Text,2000-11-01,Wilhelm Meisters Wanderjahre — Band 1,de,"Goethe, Johann Wolfgang von, 1749-1832",Bildungsromans; Alps -- Fiction,PT,DE Prosa
2377,2410,Text,2000-11-01,Wilhelm Meisters Wanderjahre — Band 2,de,"Goethe, Johann Wolfgang von, 1749-1832",Bildungsromans; Italy -- Fiction; Alps -- Fiction,PT,DE Prosa
2378,2411,Text,2000-11-01,Wilhelm Meisters Wanderjahre — Band 3,de,"Goethe, Johann Wolfgang von, 1749-1832",Bildungsromans,PT,DE Prosa
2387,2420,Text,2000-12-01,Unterhaltungen deutscher Ausgewanderten,de,"Goethe, Johann Wolfgang von, 1749-1832",Short stories; Germany -- Emigration and immigration,PT,DE Prosa
2466,2499,Text,2001-02-01,Siddhartha: eine indische Dichtung,de,"Hesse, Hermann, 1877-1962",Gautama Buddha -- Fiction; India -- Social life and customs -- Fiction; Spiritual life -- Fiction; Self-realization -- Fiction; Buddhism -- Fiction; Buddhist philosophy -- Fiction; Brahmans -- Fiction; India -- Religion -- Fiction,PT,DE Prosa
2741,2779,Text,2001-08-01,Mein Leben und Streben,de,"May, Karl, 1842-1912","Autobiographies; May, Karl Friedrich, 1842-1912; Authors, German -- 19th century -- Biography",CT; PT,DE Prosa
2847,2887,Text,2001-10-01,Herodes und Mariamne: Eine Tragödie in fünf Akten,de,"Hebbel, Friedrich, 1813-1863","German drama -- 19th century; Herod I, King of Judea, 73 B.C.-4 B.C. -- Drama; Mariamne, consort of Herod I, King of Judea, approximately 57 B.C.-approximately 29 B.C. -- Drama",PT,DE Drama
2849,2889,Text,2001-10-01,Flametti: oder vom Dandysmus der Armen,de,"Ball, Hugo, 1886-1927",Switzerland -- Fiction,PT,DE Prosa
2907,2947,Text,2001-12-01,Die von denen Faunen gepeitschte Laster,de,"Zäunemann, Sidonia Hedwig, 1714-1740",German poetry -- 18th century,PT,DE Lyrik
3019,3060,Text,2002-02-01,Römische Geschichte — Buch 1,de,"Mommsen, Theodor, 1817-1903",Rome -- History,DG,DE Sachbuch
3020,3061,Text,2002-02-01,Römische Geschichte — Buch 2,de,"Mommsen, Theodor, 1817-1903",Rome -- History,DG,DE Sachbuch
3021,3062,Text,2002-02-01,Römische Geschichte — Buch 3,de,"Mommsen, Theodor, 1817-1903",Rome -- History,DG,DE Sachbuch
3022,3063,Text,2002-02-01,Römische Geschichte — Buch 4,de,"Mommsen, Theodor, 1817-1903",Rome -- History,DG,DE Sachbuch
3023,3064,Text,2002-02-01,Römische Geschichte — Buch 5,de,"Mommsen, Theodor, 1817-1903",Rome -- History,DG,DE Sachbuch
3024,3065,Text,2002-02-01,Römische Geschichte — Buch 8,de,"Mommsen, Theodor, 1817-1903",Rome -- History,DG,DE Sachbuch
3256,3297,Text,2002-06-01,Schnock: ein niederländisches Gemälde,de,"Hebbel, Friedrich, 1813-1863","Germany -- Social life and customs -- 19th century -- Fiction; Germany, Northern -- Fiction",PT,DE Prosa
3457,3498,Text,2002-10-01,Buch der Lieder,de,"Heine, Heinrich, 1797-1856",German poetry -- 19th century,PT,DE Lyrik
3634,3675,Text,2003-01-01,Die Versuchung des Pescara,de,"Meyer, Conrad Ferdinand, 1825-1898","Biographical fiction; Italy -- Fiction; Italy -- History -- 1492-1559 -- Fiction; Pescara, Ferdinando Francesco d'Avalos, marchese di, 1489-1525 -- Fiction",PT,DE Prosa
3972,4013,Text,2003-05-01,Das Buch Henoch,de,"Hoffmann, Andreas Gottlieb, 1796-1864 [Translator]",Apocryphal books (Old Testament) -- Commentaries,BS,DE Sachbuch
4038,4079,Text,2003-05-01,Agnes Bernauer,de,"Hebbel, Friedrich, 1813-1863","Bernauer, Agnes, -1435 -- Drama",PT,DE Drama
4039,4080,Text,2003-05-01,Gyges und sein Ring,de,"Hebbel, Friedrich, 1813-1863","Gyges, King of Lydia, -approximately 648 B.C. -- Drama",PT,DE Drama
4042,4083,Text,2003-05-01,Mutter und Kind: Ein Gedicht in sieben Gesängen,de,"Hebbel, Friedrich, 1813-1863",German poetry -- 19th century,PT,DE Lyrik
4330,4371,Text,2003-08-01,Jenseits der Schriftkultur — Band 1,de,"Nadin, Mihai, 1938-",Literacy -- Social aspects; Sociolinguistics; Technology and civilization; Technology -- Social aspects; Computers and literacy; Social history; Information society; Oral history,HN; T,DE Sachbuch
4331,4372,Text,2003-08-01,Jenseits der Schriftkultur — Band 2,de,"Nadin, Mihai, 1938-",Literacy -- Social aspects; Sociolinguistics; Technology and civilization; Technology -- Social aspects; Social history; Information society; Oral history,HN; T,DE Sachbuch
4332,4373,Text,2003-08-01,Jenseits der Schriftkultur — Band 3,de,"Nadin, Mihai, 1938-",Literacy -- Social aspects; Sociolinguistics; Technology and civilization; Technology -- Social aspects; Computers and literacy; Social history; Information society; Oral history,HN; T,DE Sachbuch
4333,4374,Text,2003-08-01,Jenseits der Schriftkultur — Band 4,de,"Nadin, Mihai, 1938-",Literacy -- Social aspects; Sociolinguistics; Technology and civilization; Technology -- Social aspects; Computers and literacy; Social history; Information society; Oral history,HN; T,DE Sachbuch
4334,4375,Text,2003-08-01,Jenseits der Schriftkultur — Band 5,de,"Nadin, Mihai, 1938-",Literacy -- Social aspects; Sociolinguistics; Technology and civilization; Technology -- Social aspects; Computers and literacy; Social history; Information society; Oral history,HN; T,DE Sachbuch
4460,4501,Text,2003-10-01,"Gockel, Hinkel und Gackeleia",de,"Brentano, Clemens, 1778-1842",Fairy tales -- Germany,PT,DE Kinderbuch
4461,4502,Text,2003-10-01,Die mehreren Wehmüller und ungarischen Nationalgesichter,de,"Brentano, Clemens, 1778-1842","Europe, Eastern -- Fiction",PT,DE Prosa
4462,4503,Text,2003-10-01,Geschichte vom braven Kasperl und dem schönen Annerl,de,"Brentano, Clemens, 1778-1842","Honor; Love stories; Germany -- History -- Coalition Wars, 1789-1814 -- Fiction; Germany -- Social life and customs -- 19th century -- Fiction; Weltschmerz",PT,DE Prosa
4463,4504,Text,2003-10-01,Aus der Chronika eines fahrenden Schülers (Zweite Fassung),de,"Brentano, Clemens, 1778-1842","Autobiographical fiction; Master and servant -- Fiction; Germany -- Social life and customs -- Middle Ages, 500-1500 -- Fiction; Hessen (Hesse, Germany : Province) -- Fiction",PT,DE Prosa
4464,4505,Text,2003-10-01,Die drei Nüsse,de,"Brentano, Clemens, 1778-1842","Short stories; Chemists -- Fiction; Colmar (Alsace, France and Elsass, Germany) -- Fiction",PT,DE Prosa
4560,4601,Text,2003-11-01,Papa Hamlet,de,"Holmsen, Bjarne P. (Bjarne Peter)",Europe -- Social life and customs -- 19th century -- Fiction,PT,DE Prosa
5031,5072,Text,2004-02-01,Dantons Tod,de,"Büchner, Georg, 1813-1837","Danton, Georges Jacques, 1759-1794 -- Drama",PT,DE Drama
5281,5322,Text,2004-03-01,Woyzeck,de,"Büchner, Georg, 1813-1837",Murderers -- Drama; Germany -- Drama; Soldiers -- Mental health -- Drama,PT,Opera; DE Drama
5282,5323,Text,2004-03-01,Effi Briest,de,"Fontane, Theodor, 1819-1898","Adultery -- Fiction; Didactic fiction; Teenage girls -- Fiction; National characteristics, Prussian -- Fiction; Berlin (Germany) -- Social life and customs -- 19th century -- Fiction; Prussia (Germany) -- Social life and customs -- 19th century -- Fiction",PT,DE Prosa
5284,5325,Text,2004-03-01,Römische Elegien,de,"Goethe, Johann Wolfgang von, 1749-1832",German poetry -- 18th century,PT,Erotic Fiction; DE Lyrik
5285,5326,Text,2004-03-01,Venetianische Epigramme,de,"Goethe, Johann Wolfgang von, 1749-1832",German poetry -- 18th century,PT,DE Lyrik
5566,5607,Text,2004-05-01,Romanzero,de,"Heine, Heinrich, 1797-1856",German poetry -- 19th century,PT,DE Lyrik
5611,5653,Text,2004-05-01,Die Mitschuldigen,de,"Goethe, Johann Wolfgang von, 1749-1832",Comedies,PT,DE Drama
5759,5801,Text,2004-06-01,Huttens letzte Tage,de,"Meyer, Conrad Ferdinand, 1825-1898",German poetry -- 19th century,PT,DE Lyrik
5962,6004,Text,2004-07-01,Helden,de,"Shaw, Bernard, 1856-1950","War -- Drama; Love -- Drama; Man-woman relationships -- Drama; English drama -- Translations into German; Serbo-Bulgarian War, 1885 -- Drama; Italians -- Bulgaria -- Drama; Soldiers -- Bulgaria -- Drama; Bulgaria -- Drama",PR,DE Drama
6037,6079,Text,2004-07-01,Deutschland. Ein Wintermärchen,de,"Heine, Heinrich, 1797-1856",German poetry -- 19th century,PT,DE Lyrik
6068,6110,Text,2004-07-01,Das hohe Ziel der Erkenntnis: Aranada Upanishad,de,"al-Raschid, Omar, bey, -1910","Philosophy, Hindu",BL,DE Sachbuch
6299,6341,Text,2004-08-01,Nachtstücke,de,"Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822",Fantasy fiction,PT,DE Prosa; DE Kinderbuch
6300,6342,Text,2004-08-01,"Kritik der reinen Vernunft
(Erste Fassung 1781)",de,"Kant, Immanuel, 1724-1804","Knowledge, Theory of; Causation; Reason; Philosophy, German",B,German Language Books; Philosophy; DE Sachbuch
6301,6343,Text,2004-08-01,"Kritik der reinen Vernunft
Zweite hin und wieder verbesserte Auflage (1787)",de,"Kant, Immanuel, 1724-1804","Knowledge, Theory of; Causation; Reason; Philosophy, German",B,German Language Books; Philosophy; DE Sachbuch
6341,6383,Text,2004-08-01,Die Jungfrau von Orleans,de,"Schiller, Friedrich, 1759-1805","Tragedies; Joan, of Arc, Saint, 1412-1431 -- Drama; France -- History -- Charles VII, 1422-1461 -- Drama",PT,DE Drama
6379,6421,Text,2004-09-01,Angela Borgia,de,"Meyer, Conrad Ferdinand, 1825-1898",Italy -- History -- 1492-1559 -- Fiction,PT,DE Prosa
6454,6496,Text,2004-09-01,Die Braut von Messina,de,"Schiller, Friedrich, 1759-1805",Sicily (Italy) -- Drama,PT,DE Drama
6456,6498,Text,2004-09-01,Kabale und Liebe: Ein bürgerliches Trauerspiel,de,"Schiller, Friedrich, 1759-1805",Love -- Drama,PT,Opera; DE Drama
6457,6499,Text,2004-09-01,Die Verschwörung des Fiesco zu Genua: Ein republikanisches Trauerspiel,de,"Schiller, Friedrich, 1759-1805","Genoa (Italy) -- History -- Drama; Fiéschi, Gian Luigi, conte di Lavagna, 1522-1547 -- Drama",PT,DE Drama
6461,6503,Text,2004-09-01,"Der Neffe als Onkel
Lustspiel in drei Aufzuegen. Aus dem Franzoesischen des Picard",de,"Schiller, Friedrich, 1759-1805",Comedies,PT,DE Drama
6462,6504,Text,2004-09-01,"Der Parasit, oder, die Kunst sein Glück zu machen
Ein Lustspiel nach dem Franzoesischen [des Picard]",de,"Picard, L.-B. (Louis-Benoît), 1769-1828; Schiller, Friedrich, 1759-1805",Drama; Comedies,PT,DE Drama
6463,6505,Text,2004-09-01,"Turandot, Prinzessin von China",de,"Schiller, Friedrich, 1759-1805",China -- Drama,PT,DE Drama
6476,6518,Text,2004-09-01,Wallensteins Lager,de,"Schiller, Friedrich, 1759-1805","Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634 -- Drama",PT,DE Drama
6483,6525,Text,2004-09-01,Die Piccolomini,de,"Schiller, Friedrich, 1759-1805","Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634 -- Drama; Thirty Years' War, 1618-1648 -- Drama",PT,DE Drama
6507,6549,Text,2004-09-01,Wallensteins Tod,de,"Schiller, Friedrich, 1759-1805","Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634 -- Drama",PT,DE Drama
6595,6637,Text,2004-10-01,Der Alpenkönig und der Menschenfeind,de,"Raimund, Ferdinand, 1790-1836",Comedies,PT,DE Drama
6596,6638,Text,2004-10-01,Märchen-Almanach auf das Jahr 1826,de,"Hauff, Wilhelm, 1802-1827",Fairy tales -- Germany,PT,DE Kinderbuch
6597,6639,Text,2004-10-01,Märchen-Almanach auf das Jahr 1827,de,"Hauff, Wilhelm, 1802-1827",Fairy tales -- Germany,PT,DE Kinderbuch
6598,6640,Text,2004-10-01,Märchen-Almanach auf das Jahr 1828,de,"Hauff, Wilhelm, 1802-1827",Fairy tales -- Germany,PT,DE Kinderbuch
6599,6641,Text,2004-10-01,Märchen und Sagen,de,"Arndt, Ernst Moritz, 1769-1860",Fairy tales -- Germany,GR; PT,DE Kinderbuch
6600,6642,Text,2004-10-01,Die gefesselte Phantasie,de,"Raimund, Ferdinand, 1790-1836",Comedies,PT,DE Drama
6601,6643,Text,2004-10-01,"Das Mädchen aus der Feenwelt; oder, Der Bauer als Millionär",de,"Raimund, Ferdinand, 1790-1836",Comedies; Rich people -- Drama; Self-realization -- Drama; Wealth -- Drama; Poverty -- Drama; Austrian drama -- 19th century,PT,DE Drama
6602,6644,Text,2004-10-01,Der Barometermacher auf der Zauberinsel,de,"Raimund, Ferdinand, 1790-1836",Comedies,PT,DE Drama
6603,6645,Text,2004-10-01,Ausgewählte Schriften,de,"Kleist, Heinrich von, 1777-1811",Germany -- Fiction; Italy -- Fiction; South America -- Fiction; West Indies -- Fiction,PT,DE Prosa
6604,6646,Text,2004-10-01,"Das Käthchen von Heilbronn: Oder, die Feuerprobe",de,"Kleist, Heinrich von, 1777-1811",Germany -- Drama; Knights and knighthood -- Drama,PT,DE Drama
6605,6647,Text,2004-10-01,Der Zerbrochene Krug,de,"Kleist, Heinrich von, 1777-1811",Comedies,PT,DE Drama
6606,6648,Text,2004-10-01,Penthesilea,de,"Kleist, Heinrich von, 1777-1811","Penthesilea, Queen of the Amazons -- Drama; Kings and rulers -- Drama; Achilles (Mythological character) -- Drama; Verse drama",PT,DE Drama
6607,6649,Text,2004-10-01,Einige Gedichte,de,"Schiller, Friedrich, 1759-1805",German poetry -- 18th century,PT,DE Lyrik
6609,6651,Text,2004-10-01,Immensee,de,"Storm, Theodor, 1817-1888","Love stories; Germany, Northern -- Fiction",PT,DE Prosa
6612,6654,Text,2004-10-01,Der Verschwender,de,"Raimund, Ferdinand, 1790-1836",Comedies,PT,DE Drama
6654,6696,Text,2004-10-01,Die Leute von Seldwyla — Band 1,de,"Keller, Gottfried, 1819-1890",Short stories; Switzerland -- Social life and customs -- Fiction,PT,DE Prosa
6656,6698,Text,2004-10-01,Phänomenologie des Geistes,de,"Hegel, Georg Wilhelm Friedrich, 1770-1831","Consciousness; Truth; Spirit; Philosophy, German",B,DE Sachbuch
6681,6723,Text,2004-10-01,Prinz Friedrich von Homburg,de,"Kleist, Heinrich von, 1777-1811",Germany -- Drama; Kings and rulers -- Drama; Trials (Military offenses) -- Drama,PT,DE Drama
6682,6724,Text,2004-10-01,Kater Martinchen,de,"Arndt, Ernst Moritz, 1769-1860",Fairy tales -- Germany,PT,DE Kinderbuch
6683,6725,Text,2004-10-01,Othello,de,"Hauff, Wilhelm, 1802-1827",Nobility -- Fiction,PT,DE Prosa
6684,6726,Text,2004-10-01,Lichtenstein,de,"Hauff, Wilhelm, 1802-1827","Ulrich, Duke of Württemberg, 1487-1550 -- Fiction",PT,DE Prosa
6686,6728,Text,2004-10-01,Rede zum Schuljahresabschluß am 29. September 1809,de,"Hegel, Georg Wilhelm Friedrich, 1770-1831","Speeches, addresses, etc.",B,German Language Books; DE Sachbuch
6687,6729,Text,2004-10-01,Wissenschaft der Logik — Band 1,de,"Hegel, Georg Wilhelm Friedrich, 1770-1831","Logic; Philosophy, German",BC,DE Sachbuch
6694,6736,Text,2004-10-01,Shakespeare und die Bacon-Mythen,de,"Fischer, Kuno, 1824-1907","Shakespeare, William, 1564-1616 -- Authorship -- Baconian theory; Bacon, Francis, 1561-1626 -- Authorship",PR,DE Sachbuch
6777,6819,Text,2004-11-01,Der Engländer,de,"Lenz, Jakob Michael Reinhold, 1751-1792",Drama,PT,DE Drama
6778,6820,Text,2004-11-01,Ausgewählte Gedichte,de,"Lessing, Gotthold Ephraim, 1729-1781",German poetry -- 18th century,PT,DE Lyrik
6779,6821,Text,2004-11-01,Der Hofmeister,de,"Lenz, Jakob Michael Reinhold, 1751-1792",Drama,PT,DE Drama
6780,6822,Text,2004-11-01,Lieder von Lessing,de,"Lessing, Gotthold Ephraim, 1729-1781",German poetry -- 18th century,PT,DE Lyrik
6788,6830,Text,2004-11-01,Der Landprediger,de,"Lenz, Jakob Michael Reinhold, 1751-1792",Clergy -- Fiction; Villages -- Germany -- Fiction; Germany -- Social life and customs -- 18th century -- Fiction,PT,DE Prosa
6789,6831,Text,2004-11-01,Oden,de,"Lessing, Gotthold Ephraim, 1729-1781",German poetry -- 18th century,PT,DE Lyrik
6790,6832,Text,2004-11-01,Die Soldaten,de,"Lenz, Jakob Michael Reinhold, 1751-1792",Drama,PT,DE Drama
6791,6833,Text,2004-11-01,"Der Waldbruder, ein Pendant zu Werthers Leiden",de,"Lenz, Jakob Michael Reinhold, 1751-1792",Imaginary letters,PT,DE Prosa
6792,6834,Text,2004-11-01,Wissenschaft der Logik — Band 2,de,"Hegel, Georg Wilhelm Friedrich, 1770-1831","Logic; Philosophy, German",BC,DE Sachbuch
6793,6835,Text,2004-11-01,"Zerbin, oder die neuere Philosophie",de,"Lenz, Jakob Michael Reinhold, 1751-1792",Germany -- Social life and customs -- 18th century -- Fiction,PT,DE Prosa
6847,6889,Text,2004-11-01,"Laokoon: Oder, Über die Grenzen der Malerei und Poesie",de,"Lessing, Gotthold Ephraim, 1729-1781",Aesthetics -- Early works to 1800,N,DE Sachbuch
6848,6890,Text,2004-11-01,Mitteilungen aus den Memoiren des Satan — Band 1,de,"Hauff, Wilhelm, 1802-1827",Satire; Devil in literature,PT,DE Prosa
6849,6891,Text,2004-11-01,Mitteilungen aus den Memoiren des Satan — Band 2,de,"Hauff, Wilhelm, 1802-1827",Satire; Devil in literature,PT,DE Prosa
6850,6892,Text,2004-11-01,Mitteilungen aus den Memoiren des Satan,de,"Hauff, Wilhelm, 1802-1827",Satire; Devil in literature,PT,DE Prosa
6882,6924,Text,2004-11-01,Richard III,de,"Shakespeare, William, 1564-1616; Schlegel, August Wilhelm von, 1767-1845 [Translator]","Great Britain -- Kings and rulers -- Drama; Richard III, King of England, 1452-1485 -- Drama; Tragedies; Historical drama; Great Britain -- History -- Richard III, 1483-1485 -- Drama",PR,DE Drama
6933,6975,Text,2004-11-01,Macbeth,de,"Shakespeare, William, 1564-1616; Tieck, Dorothea, 1799-1841 [Translator]","Tragedies; Regicides -- Drama; Macbeth, King of Scotland, active 11th century -- Drama; Scotland -- Kings and rulers -- Drama",PR,DE Drama
6948,6990,Text,2004-11-01,Coriolanus,de,"Shakespeare, William, 1564-1616; Tieck, Dorothea, 1799-1841 [Translator]","Tragedies; Generals -- Drama; Rome -- Drama; Coriolanus, Cnaeus Marcius -- Drama",PR,DE Drama
6954,6996,Text,2004-11-01,Romeo und Julia,de,"Shakespeare, William, 1564-1616; Schlegel, August Wilhelm von, 1767-1845 [Translator]",Vendetta -- Drama; Youth -- Drama; Verona (Italy) -- Drama; Juliet (Fictitious character) -- Drama; Romeo (Fictitious character) -- Drama; Conflict of generations -- Drama; Tragedies,PR,DE Drama
6980,7022,Text,2004-12-01,Ein Sommernachtstraum,de,"Shakespeare, William, 1564-1616; Schlegel, August Wilhelm von, 1767-1845 [Translator]",Comedies; Courtship -- Drama; Athens (Greece) -- Drama; Fairy plays,PR,DE Drama
6999,7041,Text,2004-12-01,Wie es Euch gefällt,de,"Shakespeare, William, 1564-1616; Schlegel, August Wilhelm von, 1767-1845 [Translator]",Comedies; Fathers and daughters -- Drama; Exiles -- Drama; Pastoral drama,PR,DE Drama
7001,7043,Text,2004-12-01,Der Kaufmann von Venedig,de,"Shakespeare, William, 1564-1616; Schlegel, August Wilhelm von, 1767-1845 [Translator]",Comedies; Jews -- Italy -- Drama; Moneylenders -- Drama; Venice (Italy) -- Drama,PR,DE Drama
7007,7049,Text,2004-12-01,Rückblicke,de,"Grünfeld, Walter, 1908-1988","Autobiographies; Authors, German -- 20th century; Jews -- Biography; Germany -- Emigration and immigration",CT; PT,DE Prosa
7026,7068,Text,2004-12-01,Das Haidedorf,de,"Stifter, Adalbert, 1805-1868","German language -- Readers -- English; Germany, Northern -- Fiction",PT,DE Prosa
7143,7185,Text,2004-12-01,Othello,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Tragedies; Othello (Fictitious character) -- Drama; Jealousy -- Drama; Interracial marriage -- Drama; Venice (Italy) -- Drama; Muslims -- Drama,PR,DE Drama
7144,7186,Text,2004-12-01,Was ihr wollt,de,"Shakespeare, William, 1564-1616; Wieland, Christoph Martin, 1733-1813 [Translator]",Comedies; Mistaken identity -- Drama; Twins -- Drama; Siblings -- Drama; Shipwreck survival -- Drama; Illyria -- Drama,PR,DE Drama
7160,7202,Text,2005-01-01,"Ecce homo, Wie man wird, was man ist",de,"Nietzsche, Friedrich Wilhelm, 1844-1900","Autobiographies; Philosophy, German; Nietzsche, Friedrich Wilhelm, 1844-1900; Philosophers -- Germany -- Biography",B; CT,DE Prosa
