,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
54653,54727,Text,2017-05-15,Pfaffernüsseln: Allerlei Erzgebirgisches,de,"Wenzel, Max, 1879-1946","Dialect literature, German -- Erzgebirge (Czech Republic and Germany)",PT,
54656,54730,Text,2017-05-15,Faust: Ein Gedicht,de,"Nürnberger, Woldemar, 1818-1869",Poetry,PT,
54664,54738,Text,2017-05-17,Aus meinem Jugendland,de,"Kurz, Isolde, 1853-1944","Authors, German -- 19th century -- Biography; Authors, German -- 20th century -- Biography; Kurz, Isolde, 1853-1944",PT,
54680,54754,Text,2017-05-21,Dissolving Views: Romanfragmente von Leo Wolfram.,de,"Prantner, Ferdinand, 1817-1871",Fiction; Short stories,PT,
54684,54758,Text,2017-05-22,Briefe aus Frankfurt und Paris 1848-1849 (2/2),de,"Raumer, Friedrich von, 1781-1873",France -- Politics and government -- 1848-1852; Germany -- Politics and government -- 1848-1849; Germany -- Foreign relations -- France; France -- Foreign relations -- Germany,DD,
54685,54759,Text,2017-05-22,"Handbuch der Aquarellmalerei
Nach dem heutigen Standpunkte und mit vorzüglicher Anwendung auf Landschaft und Architektur nebst einem Anhange über Holzmalerei",de,"Jaennicke, Friedrich, 1831-1907",Watercolor painting,ND,
54688,54762,Text,2017-05-22,"Die krankheiterregenden Bakterien
Entstehung, Heilung und Bekämpfung der bakteriellen Infektionskrankheiten des Menschen",de,"Löhlein, Max, 1877-1921",Pathogenic bacteria; Communicable diseases,QR,
54747,54821,Text,2017-05-31,Rheinische Seher und Propheten: Ein Beitrag zur Kulturgeschichte,de,"Bahlmann, Paul, 1857-1937",Clairvoyants -- Germany -- Rhineland; Prophets -- Germany -- Rhineland,BF,
54758,54832,Text,2017-06-02,Geschichte des Zeitalters der Entdeckungen,de,"Ruge, Sophus, 1831-1903; Oncken, Wilhelm, 1838-1905 [Editor]",Discoveries in geography; Europe -- History -- 1492-1648,D,
54763,54837,Text,2017-06-03,Der Kriegsfreiwillige,de,"Mühlenfels, Hedwig von, 1874-1923; Vogt, Curt [Illustrator]","World War, 1914-1918 -- Fiction",PT,
54775,54849,Text,2017-06-05,Der Rangierbahnhof,de,"Böhlau, Helene, 1859-1940",German fiction,PT,
54801,54875,Text,2017-06-09,"Kreuz und Quer, Zweiter Band
Neue gesammelte Erzählungen",de,"Gerstäcker, Friedrich, 1816-1872",German fiction -- 19th century,PT,
54875,54949,Text,2017-06-20,"Deutschlands Geschichtsquellen im Mittelalter bis zur Mitte des dreizehnten Jahrhunderts, Erster Band (von 2)",de,"Wattenbach, Wilhelm, 1819-1897",Literary forgeries and mystifications; Middle Ages -- Bibliography; Obituaries; Germany -- History -- Bibliography; Germany -- History -- 843-1273 -- Sources,DD,
54886,54960,Text,2017-06-22,Hernach,de,"Busch, Wilhelm, 1832-1908; Nöldeke, Otto, 1867- [Editor]",German wit and humor,PT,
54939,55013,Text,2017-06-30,"Jacobine von Baiern Gräfin von Hennegau, Holland, Friesland und Zeeland
Eine vaterländische Geschichte aus dem fünfzehenden Jahrhundert",de,"Heinse, Gottlob Heinrich, 1766-1813","Jacqueline, Countess of Hainaut, 1401-1436",DJ,
54940,55014,Text,2017-06-30,Moderne Probleme,de,"Hartmann, Eduard von, 1842-1906",Philosophy,B,
54952,55026,Text,2017-07-02,Sämmtliche Werke 3: Abende auf dem Gutshof bei Dikanka; Phantastische Novellen,de,"Gogol, Nikolai Vasilevich, 1809-1852; Schenrock, B. [Commentator]; Buek, Otto, 1873-1966 [Editor]; Ichak, Frieda, 1879-1952 [Translator]; Ramm, Alexandra, 1883-1963 [Translator]; Rubiner, Ludwig, 1881-1920 [Translator]","Short stories, Russian -- Translations into German; Ukraine -- Social life and customs -- Fiction",PG,
54953,55027,Text,2017-07-02,"Führer durch das böhmische Erzgebirge, das Mittelgebirge und die angrenzenden Gebiete",de,"Weymann, August",Erzgebirge (Czech Republic and Germany) -- Guidebooks; Ceské Stredohorí (Czech Republic) -- Guidebooks,DB; DD,
54959,55033,Text,2017-07-02,Das zweite Gesicht: Eine Liebesgeschichte,de,"Löns, Hermann, 1866-1914",Art -- Fiction,PT,
55029,55103,Text,2017-07-12,Erdgeist,de,"Wedekind, Frank, 1864-1918",Tragedies; German drama -- 19th century,PT,
55056,55130,Text,2017-07-17,Carlos und Nicolás,de,"Schmied, Rudolf Johannes; Rössner, Georg Walter, 1885-1972 [Illustrator]",Argentina -- Juvenile fiction,PZ,
55085,55159,Text,2017-07-20,Nachbarsleute,de,"Thoma, Ludwig, 1867-1921","Short stories, German; German fiction",PT,
55089,55163,Text,2017-07-21,"Kreuz und Quer, Dritter Band
Neue gesammelte Erzählungen",de,"Gerstäcker, Friedrich, 1816-1872",German fiction -- 19th century,PT,
55097,55171,Text,2017-07-22,Der abenteuerliche Simplicissimus,de,"Grimmelshausen, Hans Jakob Christoph von, 1625-1676; Kolbenheyer, E. G. (Erwin Guido), 1878-1962 [Editor]","Thirty Years' War, 1618-1648 -- Fiction",PT,
55113,55187,Text,2017-07-24,"Körperpflege durch Gymnastik, Licht und Luft",de,"Jaerschky, Paul, 1864-1941",Physical education and training; Phototherapy; Nudity -- Therapeutic use,RM,
55114,55188,Text,2017-07-24,Emil Rathenau und das elektrische Zeitalter,de,"Pinner, Felix, 1880-1942; Ostwald, Wilhelm, 1853-1932 [Editor]","Rathenau, Emil, 1838-1915; Allgemeine Elektricitäts-Gesellschaft (Germany) -- History; Electric industries -- Germany -- History",HD,
55119,55193,Text,2017-07-24,Wilhelms I. Briefe an seinen Vater König Friedrich Wilhelm III. (1827-1839),de,"William I, German Emperor, 1797-1888; Merbach, Paul Alfred, 1880- [Editor]","William I, German Emperor, 1797-1888 -- Correspondence; Frederick William III, King of Prussia, 1770-1840 -- Correspondence",DD,
55227,55301,Text,2017-08-08,Freiland: Ein sociales Zukunftsbild,de,"Hertzka, Theodor, 1845-1924",Utopias,HX,
55247,55321,Text,2017-08-10,Nachbarn: Erzählungen,de,"Hesse, Hermann, 1877-1962","Short stories, German; German fiction",PT,
55271,55345,Text,2017-08-11,Aristipp in Hamburg und Altona: Ein Sitten-Gemälde neuester Zeit,de,"Hammerstein, Eugen von, 1804-1851",Hamburg (Germany); Altona (Germany),DD,
55278,55352,Text,2017-08-13,Schneeberger Schützenmittwoch vor fünfizig Jahren,de,"Meyer, Guido","Schneeberg (Saxony, Germany)",DD,
55297,55371,Text,2017-08-16,Der Weg ohne Heimkehr: Ein Martyrium in Briefen,de,"Wegner, Armin T., 1886-1978","World War, 1914-1918 -- Personal narratives, German",D501,
55345,55419,Text,2017-08-23,Rund um Süd-Amerika: Reisebriefe,de,"Riesemann, Oskar von, 1880-1934",South America -- Description and travel,F2201,
55388,55462,Text,2017-08-30,Die organische Chemie in ihrer Anwendung auf Physiologie und Pathologie,de,"Liebig, Justus, Freiherr von, 1803-1873",Biochemistry,QP,
55392,55466,Text,2017-08-31,Die selige Christina von Stommeln,de,"Steffens, Arnold","Christina, von Stommeln, 1242-1312",BX,
55413,55487,Text,2017-09-05,Sämmtliche Werke 5: Dramatische Werke,de,"Gogol, Nikolai Vasilevich, 1809-1852; Buek, Otto, 1873-1966 [Editor]; Commichau, Thomas [Translator]; Itelson, Gregorius [Translator]; Ramm, Alexandra, 1883-1963 [Translator]; Ritter, Carl [Translator]; Villard, André [Translator]",Russian drama -- Translations into German,PG,
55473,55547,Text,2017-09-14,"Die Christliche Taufe
im Lichte der hl. Schrift und der Geschichte von der Zeit ihrer Entstehung bis auf die Gegenwart",de,"Seefried, Johannes, 1881-1956",Baptism,BV,
55485,55559,Text,2017-09-16,Von Wundern und Tieren: Neue naturwissenschaftliche Plaudereien,de,"Bölsche, Wilhelm, 1861-1939",Animal behavior; Zoology,QL,
55491,55565,Text,2017-09-16,Das Weiberdorf,de,"Viebig, Clara, 1860-1952; Liebermann, Max, 1847-1935 [Illustrator]",German fiction -- 20th century,PT,
55504,55578,Text,2017-09-18,Der letzte Sommer: Eine Erzählung in Briefen,de,"Huch, Ricarda, 1864-1947",Epistolary fiction; German fiction -- 20th century,PT,
55506,55580,Text,2017-09-19,Das wandernde Licht: Novelle,de,"Wildenbruch, Ernst von, 1845-1909",German fiction -- 19th century,PT,
55559,55633,Text,2017-09-26,Eine Reise nach Freiland,de,"Hertzka, Theodor, 1845-1924",Utopias; Collective settlements,HX,
55560,55634,Text,2017-09-26,"Tutti Frutti, Erster Band (von 5)
Aus den Papieren des Verstorbenen",de,"Pückler-Muskau, Hermann, Fürst von, 1785-1871",Moravians; Krkonose (Czech Republic and Poland) -- Description and travel,PT,
55583,55657,Text,2017-10-01,"Pieter Maritz, der Buernsohn von Transvaal",de,"Niemann, August, 1839-1919",Transvaal (South Africa) -- History -- War of 1880-1881 -- Fiction,PT,
55625,55699,Text,2017-10-08,Allgemeiner deutscher Bier-Comment,de,"Gerlach, A. (Adolf) [Editor]",Drinking customs -- Germany; Beer -- Germany,GT,
55666,55740,Text,2017-10-13,Dürer,de,"Knackfuss, H. (Hermann), 1848-1915","Dürer, Albrecht, 1471-1528; Artists -- Germany -- Biography",ND,
55696,55770,Text,2017-10-18,"""Semmering 1912""",de,"Altenberg, Peter, 1859-1919",German literature -- 20th century,PT,
55717,55791,Text,2017-10-22,Grundzüge der Perspektive nebst Anwendungen,de,"Doehlemann, Karl, 1864-1926",Perspective,NC,
55800,55874,Text,2017-11-01,"Der Weg zur Zeichenkunst
Ein Büchlein für theoretische und praktische Selbstbildung",de,"Weber, Ernst, 1873-1948",Drawing,NC,
55807,55881,Text,2017-11-03,"Sämmtliche Werke 6: Arabesken, Prosaschriften, Rom",de,"Gogol, Nikolai Vasilevich, 1809-1852; Buek, Otto, 1873-1966 [Editor]; König, Charlotte [Translator]",Russian literature -- Translations into German,PG,
55818,55892,Text,2017-11-05,Die Anfänge der Naturbeherrschung. 1. Frühformen der Mechanik,de,"Weule, Karl, 1864-1926; Wilhelm, Max [Illustrator]","Ethnology; Civilization -- History; Industries, Primitive",GN,
55821,55895,Text,2017-11-06,Erinnerungen eines Achtundvierzigers,de,"Born, Stephan, 1824-1898","Germany -- History -- Revolution, 1848-1849; Socialism -- Germany",DD,
55840,55914,Text,2017-11-08,"Deutsche Humoristen, 8. Band (von 8)",de,"Bierbaum, Otto Julius, 1865-1910; Fock, Gorch, 1880-1916; Presber, Rudolf, 1868-1935; Schäfer, Wilhelm, 1868-1952; Schönherr, Karl, 1867-1943; Thoma, Ludwig, 1867-1921; Goos, Max [Editor]; Herrmann, Theodor, 1881-1926 [Illustrator]",German wit and humor,PT,
55851,55925,Text,2017-11-09,Kant's gesammelte Schriften. Band V. Kritik der Urtheilskraft.,de,"Kant, Immanuel, 1724-1804",Intellect; Judgment (Logic),B,
55925,55999,Text,2017-11-19,Die schöpferische Pause,de,"Klatt, Fritz, 1888-1945",Education; Educational psychology; Human beings -- Constitution,LB,
55937,56011,Text,2017-11-20,Ein Sommer im Orient,de,"Warsberg, Alexander, Freiherr von, 1836-1889",Middle East -- Description and travel,DS,
55971,56045,Text,2017-11-25,Erzgebirgische Geschichten. Erster Band,de,"Peters, August, 1817-1864",German fiction -- 19th century; Erzgebirge (Czech Republic and Germany) -- Fiction,PT,
55990,56064,Text,2017-11-28,Der Luftpirat und sein lenkbares Luftschiff 1: Der Beherrscher der Lüfte,de,Anonymous,Science fiction,PT,
55991,56065,Text,2017-11-28,Der Luftpirat und sein lenkbares Luftschiff 40: Die Empörung im Weltenfahrzeug,de,Anonymous,Science fiction,PT,
55992,56066,Text,2017-11-28,Der Luftpirat und sein lenkbares Luftschiff 42: Im Todeskrater des neuen Planeten,de,Anonymous,Science fiction,PT,
55993,56067,Text,2017-11-28,Der Luftpirat und sein lenkbares Luftschiff 56: Die Weltenfahrer auf dem Riesen-Planeten,de,Anonymous,Science fiction,PT,
55994,56068,Text,2017-11-28,Der Luftpirat und sein lenkbares Luftschiff 63: Die Schreckensreise des Weltenfahrzeuges,de,Anonymous,Science fiction,PT,
55995,56069,Text,2017-11-28,Der Luftpirat und sein lenkbares Luftschiff 66: Das Weltenfahrzeug zwischen den Riesen-Kometen,de,Anonymous,Science fiction,PT,
56012,56086,Text,2017-11-30,"Tunisias
Johann Ladislav Pyrker's sämmtliche Werke (1/3)",de,"Pyrker, János László, 1772-1847",Poetry,PT,
56024,56098,Text,2017-12-01,Drei Erzählungen für junge Mädchen,de,"Helm, Clementine, 1825-1896","Children's stories, German",PZ,
56036,56110,Text,2017-12-03,Führende Denker: Geschichtliche Einleitung in die Philosophie,de,"Cohn, Jonas, 1869-1947",Philosophy -- History,B,
56053,56127,Text,2017-12-04,Die Thurmuhr: eine Rechen-Fibel für kleine Kinder,de,"Normann, F. G., 1802-1855",Numbers -- Juvenile literature; Counting -- Juvenile literature; Addition -- Juvenile literature,PZ,
56062,56136,Text,2017-12-06,Die altindische Säule: Ein Beitrag zur Säulenkunde,de,"Sohrmann, Hans",Architecture -- India; Columns; India -- Antiquities,,
56078,56152,Text,2017-12-09,Das Recht der Hagestolze: Eine Heiratsgeschichte aus dem Neckartal,de,"Wolff, Julius, 1834-1910; Storch, K. [Illustrator]",German fiction; Neckar River Valley (Germany) -- Fiction,PT,
56082,56156,Text,2017-12-10,Venus im Pelz,de,"Sacher-Masoch, Leopold, Ritter von, 1835-1895; Buchholz, Fritz [Illustrator]",Erotic stories; Sadomasochism -- Fiction,PT,
56090,56164,Text,2017-12-11,"Das lebende Lichtbild: Entwicklung, Wesen und Bedeutung des Kinematographen",de,"Liesegang, Franz Paul, 1873-1949",Motion pictures; Cinematography,TR,
56100,56174,Text,2017-12-13,Sämmtliche Werke 7: Briefwechsel I,de,"Gogol, Nikolai Vasilevich, 1809-1852; Buek, Otto, 1873-1966 [Editor]","Gogol, Nikolai Vasilevich, 1809-1852 -- Correspondence",PG,
56108,56182,Text,2017-12-15,"Die Religion innerhalb der Grenzen der bloßen Vernunft
Text der Ausgabe 1793, mit Beifügung der Abweichungen der Ausgabe 1794",de,"Kant, Immanuel, 1724-1804; Kehrbach, Karl, 1846-1905 [Editor]",Philosophy and religion,B,
56118,56192,Text,2017-12-17,Germaniens Götter,de,"Herzog, Rudolf, 1869-1943; Engels, Robert, 1866-1926 [Illustrator]; Hartmann, Paul, 1890-1958 [Illustrator]","Mythology, Germanic; Legends -- Germany",BL,
56140,56214,Text,2017-12-20,Im schwarzen Walfisch zu Askalon: Rastlieder,de,"Scheffel, Joseph Victor von, 1826-1886; Jerven, Walter, 1889-1945 [Editor]","Songs, German -- Texts",PT,
56165,56239,Text,2017-12-23,Festländer und Meere im Wechsel der Zeiten,de,"Bölsche, Wilhelm, 1861-1939",Earth (Planet); Geophysics,QE,
56207,56281,Text,2018-01-01,"Schwabylon, oder Der sturmfreie Junggeselle",de,"Roda Roda, 1872-1945",German wit and humor,PT,
56243,56317,Text,2018-01-05,Unsere Haustiere vom Standpunkte ihrer wilden Verwandten,de,"Zell, Th., 1862-1924",Animal behavior; Domestic animals,SF,
56256,56330,Text,2018-01-07,"Handbuch der chemischen Technologie
Achte Auflage",de,"Wagner, Johannes Rudolf, 1822-1880","Chemistry, Technical; Chemical industry",TP,
56269,56343,Text,2018-01-09,Schen: Studien aus einer chinesischen Weltstadt,de,"Secker, Fritz, 1889-",China -- Description and travel,DS,
56293,56367,Text,2018-01-13,Rund um den Kreuzturm: Roman aus den Dresdner Maitagen von 1849,de,"Hildebrand, Gustav; Windisch, Josef [Illustrator]","Germany -- History -- Revolution, 1848-1849 -- Fiction; Dresden (Germany) -- History -- 19th century -- Fiction",PT,
56308,56382,Text,2018-01-16,"Die gerichtliche Arzneikunde in ihrem Verhältnisse zur Rechtspflege, mit besonderer Berücksichtigung der österreichischen Gesetzgebung. Erster Band.
Zum Gebrauche für Ärzte, Wundärzte und Rechtskundige dargestellt und mit entscheidenden Thatsachen begründet",de,"Ney, Franz von, 1803-1879",Medical jurisprudence -- Austria,RA,
56318,56392,Text,2018-01-18,"Meine Mission nach Abessinien
Auf Befehl Sr. Maj. des Deutschen Kaisers im Winter 1880/81 unternommen",de,"Rohlfs, Gerhard, 1831-1896",Ethiopia -- Description and travel; Ethiopia -- History -- 1490-1889,DT,
56401,56475,Text,2018-01-31,"Sämmtliche Werke 8: Briefwechsel II, Hans Küchelgarten
Briefwechsel II / Die Beichte des Dichters / Betrachtungen über die Heilige Liturgie / Jugendschriften / Fragmente / Hans Küchelgarten",de,"Gogol, Nikolai Vasilevich, 1809-1852; Buek, Otto, 1873-1966 [Editor]; Steindorf, Ullrich [Translator]","Russian literature -- Translations into German; Gogol, Nikolai Vasilevich, 1809-1852 -- Correspondence",PG,
56409,56483,Text,2018-02-01,"Der tolle Koffer
Eine ff. prima Musterkollektion der besten Witze, Schnurren und Anekdoten von Reisenden und Kaufleuten",de,"Schloemp, Felix, 1880-1916; Wedekind, Frank, 1864-1918 [Contributor]; Preetorius, Emil, 1883-1973 [Illustrator]",Travelers -- Humor; Merchants -- Humor,PN,
56425,56499,Text,2018-02-04,Der Spiegel: Anekdoten zeitgenössischer deutscher Erzähler,de,"Lerbs, Karl, 1893-1946 [Editor]",Anecdotes -- Germany,PN,
56438,56512,Text,2018-02-06,Schiff vor Anker: Erzählungen,de,"Fock, Gorch, 1880-1916; Bussmann, Aline, 1889-1968 [Editor]; Klein, Bernhard, 1888-1967 [Illustrator]","Short stories, German; German fiction -- 20th century",PT,
56446,56520,Text,2018-02-08,Der Weihnachtsabend: Eine Erzählung zum Weihnachtsgeschenke für Kinder,de,"Schmid, Christoph von, 1768-1854","Christmas stories; Children's stories, German",PZ,
56472,56546,Text,2018-02-11,"Nietzsche, sein Leben und seine Lehre",de,"Heckel, Karl, 1858-1923","Nietzsche, Friedrich Wilhelm, 1844-1900",B,
56512,56586,Text,2018-02-17,Oliver Twist,de,"Dickens, Charles, 1812-1870; Gaulke, Johannes, 1869- [Contributor]",Orphans -- Fiction; London (England) -- Fiction; Bildungsromans; Boys -- Fiction; Criminals -- Fiction; Kidnapping victims -- Fiction,PR,
56532,56606,Text,2018-02-19,Aesthetische Farbenlehre,de,"Hermann, Conrad, 1819-1897",Aesthetics; Color,BH,
56567,56641,Text,2018-02-25,Auswahl aus den Dichtungen Eduard Mörikes,de,"Mörike, Eduard, 1804-1875; Loewenberg, Jakob, 1856-1929 [Commentator]; Konewka, Paul, 1840-1871 [Illustrator]; Weiss, Bonaventura, 1812-1875 [Illustrator]","German poetry -- 19th century; Short stories, German; German fiction -- 19th century",PT,
56695,56769,Text,2018-03-18,Im Hause des Kommerzienrates.,de,"Marlitt, E. (Eugenie), 1825-1887; Schlitt, Heinrich, 1849-1923 [Illustrator]",Merchants -- Fiction; Interpersonal relations -- Fiction; German fiction -- 19th century,PT,
56708,56782,Text,2018-03-18,Am Sonnenwirbel: Eine Dorfgeschichte,de,"Geissler, Max, 1868-1945",German fiction -- 20th century,PT,
56740,56814,Text,2018-03-22,"Meine Wasser-Kur
Durch mehr als 40 Jahre erprobt und geschrieben zur Heilung der Krankheiten und Erhaltung der Gesundheit",de,"Kneipp, Sebastian, 1821-1897","Medicine, Popular; Hydrotherapy",RM,
56797,56871,Text,2018-03-29,Der Pfefferkuchenbäcker und Lebküchler,de,"Stegmann, F. H. (Friedrich Hermann)",Confectionery; Gingerbread; Cake,TX,
56907,56981,Text,2018-04-15,"Erzgebirgisches Wanderbuch
148 Ausflüge und Wanderungen in die Umgebung von Chemnitz und das Erzgebirge",de,"Wenzel, Max, 1879-1946",Erzgebirge (Czech Republic and Germany) -- Guidebooks,DB; DD,
56917,56991,Text,2018-04-17,Mene tekel! Eine Entdeckungsreise nach Europa,de,"Passer, Arnold von der, 1851-1917",Utopian fiction,PT,
56958,57032,Text,2018-04-23,"Deutsche Flagge, sei gegrüsst!
Friedens- und Kriegsfahrten der Hanse, Kriegs- und Friedenstaten der deutschen Marine",de,"Satow, Hans",Germany. Kriegsmarine -- History; Merchant marine -- Germany -- History,VK,
56991,57065,Text,2018-04-28,Der Bucheinband: Seine Technik und seine Geschichte,de,"Adam, Paul, 1849-1931",Bookbinding -- History,Z,
57002,57076,Text,2018-05-01,Erdsegen: Vertrauliche Sonntagsbriefe eines Bauernknechtes.,de,"Rosegger, Peter, 1843-1918",Epistolary fiction; Farm life -- Fiction; Man-woman relationships -- Fiction; Wagers -- Fiction,PT,
57004,57078,Text,2018-05-02,Die Glücklichen,de,"Bernhard, Marie, 1852-1937",German fiction,PT,
57005,57079,Text,2018-05-02,"Herrn Dames Aufzeichnungen: oder, Begebenheiten aus einem merkwürdigen Stadtteil",de,"Reventlow, Franziska, Gräfin zu, 1871-1918",German fiction -- 20th century,PT,
57040,57114,Text,2018-05-08,Vögelchen,de,"Zweig, Friderike Maria Burger Winternitz, 1882-1971",Austrian fiction,PT,
57057,57131,Text,2018-05-10,Michelangelo,de,"Knackfuss, H. (Hermann), 1848-1915","Michelangelo Buonarroti, 1475-1564; Artists -- Italy -- Biography",N,
57113,57187,Text,2018-05-20,Ein Ehzuchtbüchlein,de,"Oeser, Hermann, 1849-1912; Schäfer, Rudolf, 1878-1961 [Illustrator]",Women -- Germany -- History -- Sources; Women's rights -- Germany -- History -- Sources; Women -- Germany -- Social conditions -- Sources; Marriage -- Germany,HQ; PT,
57166,57240,Text,2018-05-31,Relativitätstheorie und Erkenntnis Apriori,de,"Reichenbach, Hans, 1891-1953","Relativity (Physics); Einstein, Albert, 1879-1955",QC,
57219,57293,Text,2018-06-09,Ein livländisch Herz: Katharina I. von Russland; geschichtlicher Roman,de,"Freimark, Hans, 1881-1945","Catherine I, Empress of Russia, 1684-1727 -- Fiction",PT,
57272,57346,Text,2018-06-17,Streifzüge im Süden: Reiseskizzen aus Italien und Tunis,de,"Freund, Erich",Italy -- Description and travel; Tunis (Tunisia) -- Description and travel,DG,
57293,57367,Text,2018-06-21,Freiluftleben,de,"Nansen, Fridtjof, 1861-1930",Outdoor life,SK,
57338,57412,Text,2018-06-27,Etwas von den Wurzelkindern,de,"Olfers, Sibylle, 1881-1916",Picture books for children; Nature -- Juvenile fiction; Spring -- Juvenile fiction,PZ,
57391,57465,Text,2018-07-08,König Löwes Hochzeitsschmaus,de,"Olfers, Sibylle, 1881-1916",Animals -- Juvenile fiction; Children's stories; Stories in rhyme; Picture books for children; Lion -- Juvenile fiction,PZ,
57440,57516,Text,2018-07-15,"Die Pharisäer
Ein Beitrag zum leichern Verstehen der Evangelien und zur Selbstprüfung",de,"Wirth, Michael, 1788-1832",Pharisees,BM,
57560,57636,Text,2018-08-04,"Die Technik der Lastenförderung einst und jetzt
Eine Studie über die Entwicklung der Hebemaschinen und ihren Einfluß auf Wirtschaftsleben und Kulturgeschichte",de,"Kammerer, Otto, 1865-1951",Hoisting machinery,TJ,
57585,57661,Text,2018-08-09,"Helianth. Band 1
Bilder aus dem Leben zweier Menschen von heute und aus der norddeutschen Tiefebene",de,"Schaeffer, Albrecht, 1885-1950",German fiction -- 20th century,PT,
57598,57674,Text,2018-08-12,Das Kind: Novelle,de,"Eckstein, Ernst, 1845-1900",German fiction -- 19th century,PT,
57601,57677,Text,2018-08-12,Im Schmetterlingsreich,de,"Olfers, Sibylle, 1881-1916",Picture books for children; Butterflies -- Juvenile fiction,PZ,
57665,57741,Text,2018-08-22,Der kleine Dämon,de,"Sologub, Fyodor, 1863-1927; Walter, Reinhold von, 1882-1965 [Translator]",Teachers -- Fiction; Russia -- Fiction; Mental illness -- Fiction; Russian fiction -- Translations into German,PG,
57689,57765,Text,2018-08-24,Vom sterbenden Rokoko,de,"Bartsch, Rudolf Hans, 1873-1952; Keller, Alfred, 1875-1945 [Illustrator]","Austrian fiction; Short stories, Austrian",PT,
57729,57805,Text,2018-08-29,Achtzehn Töchter: Eine Frauen-Novelle,de,"Schefer, Leopold, 1784-1862",German fiction -- 19th century,PT,
57731,57807,Text,2018-08-29,Christuslegenden,de,"Lagerlöf, Selma, 1858-1940; Maro, Francis, 1870-1941 [Translator]",Short stories; Jesus Christ -- Fiction; Jesus Christ -- Juvenile fiction,PT; PZ,
57733,57809,Text,2018-08-29,Das deutsche Wunder: Roman,de,"Stratz, Rudolph, 1864-1936","World War, 1914-1918 -- Fiction",PT,
57774,57850,Text,2018-09-05,Amok: Novellen einer Leidenschaft,de,"Zweig, Stefan, 1881-1942","Austrian fiction; Short stories, Austrian",PT,
57777,57853,Text,2018-09-06,Erinnerungen einer Überflüssigen,de,"Christ, Lena, 1881-1920",German fiction -- 20th century,PT,
57796,57872,Text,2018-09-09,Die Siedler von Hohenmoor: Ein Buch des Zornes und der Zuversicht,de,"Dreyer, Max, 1862-1946",German fiction -- 20th century,PT,
57833,57909,Text,2018-09-15,Ssanin: Roman,de,"Artsybashev, M. (Mikhail), 1878-1927; Müller, Georg, 1877-1917 [Author of introduction, etc.]; Bugow, S. [Translator]; Villard, André [Translator]",Russian fiction -- Translations into German,PG,
57839,57915,Text,2018-09-16,Die Ammen-Uhr: Aus des Knaben Wunderhorn,de,"Arnim, Ludwig Achim, Freiherr von, 1781-1831; Brentano, Clemens, 1778-1842; Richter, Ludwig, 1803-1884 [Illustrator]","Picture books for children; Children's poetry, German",PZ,
57852,57928,Text,2018-09-18,Griechischer Frühling,de,"Hauptmann, Gerhart, 1862-1946",Greece -- Description and travel,DF,
57876,57952,Text,2018-09-22,"Die Naturwissenschaften in ihrer Entwicklung und in ihrem Zusammenhange, III. Band
Das Emporblühen der modernen Naturwissenschaften bis zur Entdeckung des Energieprinzipes",de,"Dannemann, Friedrich, 1859-1936",Science -- History,Q,
57891,57967,Text,2018-09-24,Meeresfische,de,"Floericke, Kurt, 1869-1934",Fishes; Fisheries -- Germany,SH,
58018,58094,Text,2018-10-14,Prinzeßchen im Walde,de,"Olfers, Sibylle, 1881-1916","Fantasy fiction; Stories in rhyme; Picture books for children; Children's stories, German; Princesses -- Juvenile fiction",PZ,
58068,58144,Text,2018-10-21,"Deutschland und Armenien, 1914-1918: Sammlung diplomatischer Aktenstücke",de,"Lepsius, Johannes, 1858-1926 [Editor]","Armenian question; Turkey -- Foreign relations -- Germany; Germany -- Foreign relations -- Turkey; World War, 1914-1918 -- Armenia; World War, 1914-1918 -- Diplomatic history",DS,
58069,58145,Text,2018-10-21,Zwei Städte,de,"Dickens, Charles, 1812-1870; Browne, Hablot Knight, 1815-1882 [Illustrator]; Seybt, Julius, -1871 [Translator]","Historical fiction; France -- History -- Revolution, 1789-1799 -- Fiction; London (England) -- History -- 18th century -- Fiction; War stories; Executions and executioners -- Fiction; French -- England -- London -- Fiction; Lookalikes -- Fiction; British -- France -- Paris -- Fiction; Paris (France) -- History -- 1789-1799 -- Fiction",PR,
58072,58148,Text,2018-10-21,"Darstellende Geometrie des Geländes
und verwandte Anwendungen der Methode der kotierten Projektionen",de,"Rothe, Rudolf, 1873-1942","Topographical surveying; Map projection; Geometry, Descriptive",TA,
58114,58190,Text,2018-10-29,"Lips Tullian und seine Raubgenossen
Eine romantische Schilderung der Thaten dieses furchtbaren Räuberhauptmanns und seiner Bande, welche im Anfange des 18. Jahrhunderts ganz Sachsen, Böhmen und Schlesien mit Furcht, Schrecken und Entsetzen erfüllte",de,"Frei, Ernst","Historical fiction; Robbers and outlaws -- Fiction; Tullian, Lips, -1715 -- Fiction",PT,
58139,58215,Text,2018-10-31,Der Mensch der Zukunft,de,"Bölsche, Wilhelm, 1861-1939; Planck, Willy, 1870-1956 [Illustrator]",Human beings,BD,
58143,58219,Text,2018-11-01,Das große Jagen,de,"Ganghofer, Ludwig, 1855-1920",Germany -- History -- 18th century -- Fiction,PT,
